"name","Store Number","latitude","longitude","url","sales_52w_py","CV ENERGY BOOST Sales","CV EXOTIC INDULGENCE Sales","CV ACAI ENERGIZE PWR Sales","CV PASSION BLISS Sales","CV FIT & WELLNESS Sales","CV CHIA SUPREMACY Sales","street_address","city","state","zip_code","country","phone_number_1","poblacion (10km)","digital_audience_facebook","digital_audience_instagram","digital_audience_twitter","digital_audience_linkedin","reviews","positive","negative","total_sales","campoverde_sales","digital_audience","Str #","sales_52w","var","sales_mix","velocity_ty_cv","velocity_ly","velocity_var","Qty TY","Qty LY","VAR","segment","sales_tier","",""
"New Albany Supercenter","82","34.492946","-89.032578","https://www.walmart.com/store/153/new-albany-ms/details","0","0","0","0","0","0","0","202 Park Plaza Dr","New Albany","MS","38652","US","662-534-9374","115066","44185","29457","26465","32218","827","528","299","14426168","18101749","81948","153","318.13","100.00%","","0","6.12","-100.00%","29","0","100.00%","","Quartz","",""
"Abingdon Supercenter","83","36.714643","-81.927722","https://www.walmart.com/store/154/abingdon-va/details","0","","","","","","","16032 Fifteen Mile Boulevard","Abingdon","VA","24211","US","276-619-4843","80843","31044","20696","18594","22636","636","207","429","44635881","26703494","107169","154","120.67","100.00%","","0","2.32","-100.00%","11","0","100.00%","","Quartz","",""
"Columbia Supercenter","84","38.954911","-92.296729","https://www.walmart.com/store/159/columbia-mo/details","0","","","","","","","415 Conley Rd","Columbia","MO","65201","US","573-499-4935","147112","56491","37661","33836","41191","158","113","45","14433599","29313755","58955","159","0","0.00%","","0","0","0.00%","0","0","0.00%","","Quartz","",""
"Senatobia Supercenter","85","34.629368","-89.971894","https://www.walmart.com/store/155/senatobia-ms/details","0","","","","","","","5219 Highway 51 N","Senatobia","MS","38668","US","662-562-6202","102034","39181","26121","23468","28570","941","285","656","33756491","44315889","102135","155","592.38","100.00%","","0","11.39","-100.00%","54","0","100.00%","","Quartz","",""
"Huntingdon Supercenter","86","35.997828","-88.43735","https://www.walmart.com/store/161/huntingdon-tn/details","0","","","","","","","180 Veterans Dr N","Huntingdon","TN","38344","US","731-986-4439","107225","41174","27450","24662","30023","822","149","673","42050759","37062553","146216","161","383.95","100.00%","","0","7.38","-100.00%","35","0","100.00%","","Quartz","",""
"Nacogdoches Supercenter","87","31.650027","-94.652353","https://www.walmart.com/store/163/nacogdoches-tx/details","827.66","0","1","9","0","7","9","4810 North St","Nacogdoches","TX","75965","US","936-560-6969","138598","53222","35481","31878","38807","834","744","90","28668919","8732574","77457","163","258.64","-68.75%","","15.92","4.97","100.00%","24","76","-68.42%","","Amethyst","",""
"Pontotoc Supercenter","88","34.285602","-89.021349","https://www.walmart.com/store/164/pontotoc-ms/details","0","0","0","0","0","0","0","100 Mccord Rd","Pontotoc","MS","38863","US","662-489-7451","94283","36205","24136","21685","26399","248","133","115","30143684","49567287","127363","164","504.62","100.00%","","0","9.7","-100.00%","46","0","100.00%","","Quartz","",""
"Henderson Supercenter","89","32.130652","-94.802126","https://www.walmart.com/store/165/henderson-tx/details","399.71","0","0","0","0","0","0","2121 Us Highway 79 S","Henderson","TX","75654","US","903-657-5707","138935","53351","35567","31955","38902","617","106","511","21836047","33431569","133073","165","252.31","-36.88%","","7.69","4.85","58.42%","23","37","-37.84%","","Amethyst","",""
"Houston Supercenter","90","37.313756","-91.962661","https://www.walmart.com/store/166/houston-mo/details","0","0","0","0","5","14","0","1433 S Sam Houston Blvd","Houston","MO","65483","US","417-967-3302","58346","22405","14937","13420","16337","644","601","43","32342832","1339234","109605","166","0","0.00%","","0","0","0.00%","0","0","0.00%","","Quartz","",""
"Owasso Supercenter","91","36.295227","-95.837899","https://www.walmart.com/store/168/owasso-ok/details","0","12","3","5","7","3","6","12101 E 96th St N","Owasso","OK","74055","US","918-272-6609","83222","31957","21305","19141","23302","166","117","49","26877399","14715065","125209","168","263.28","100.00%","","0","5.06","-100.00%","24","0","100.00%","","Quartz","",""
"Natchitoches Supercenter","92","31.750245","-93.066686","https://www.walmart.com/store/170/natchitoches-la/details","497.34","0","0","0","4","1","0","925 Keyser Ave","Natchitoches","LA","71457","US","318-352-5607","104127","39985","26657","23949","29156","366","235","131","33183213","9025402","183884","170","86.58","-82.59%","","9.56","1.67","100.00%","9","51","-82.35%","","Amethyst","",""
"Potosi Supercenter","93","37.92381","-90.771606","https://www.walmart.com/store/173/potosi-mo/details","41.48","14","0","10","6","11","9","#1 Memorial Drive","Potosi","MO","63664","US","573-438-5441","137041","52624","35082","31519","38371","440","348","92","38767431","1506410","63680","173","0","-100.00%","","0","0","0.00%","0","4","-100.00%","","Amethyst","",""
"Washington Supercenter","94","38.5404591","-90.9952384","https://www.walmart.com/store/172/washington-mo/details","0","11","0","12","4","6","9","1701 A Roy Dr","Washington","MO","63090","US","636-239-1993","106404","40859","27239","24473","29793","176","124","52","22353086","11870920","184853","172","0","0.00%","","0","0","0.00%","0","0","0.00%","","Quartz","",""
"Collierville Supercenter","95","35.048344","-89.68099","https://www.walmart.com/store/175/collierville-tn/details","0","0","0","0","0","0","0","560 W Poplar Ave","Collierville","TN","38017","US","901-854-5100","103237","39643","26429","23745","28906","268","174","94","44730003","40098784","97281","175","175.52","100.00%","","0","3.38","-100.00%","16","0","100.00%","","Quartz","",""
"Cocoa Supercenter","96","28.395378","-80.753116","https://www.walmart.com/store/174/cocoa-fl/details","7913.68","","","","","","","2700 Clearlake Rd","Cocoa","FL","32922","US","321-639-1610","53642","20599","13732","12338","15020","457","372","85","29183511","7363530","81446","174","3,769.70","-52.36%","","152.19","72.49","100.00%","340","710","-52.11%","","Diamond","",""
"Paris Supercenter","97","36.281103","-88.307919","https://www.walmart.com/store/177/paris-tn/details","0","13","0","11","0","0","0","1210 Mineral Wells Ave","Paris","TN","38242","US","731-644-0290","108045","41489","27660","24850","30253","589","456","133","41475703","15775383","140878","177","405.89","100.00%","","0","7.81","-100.00%","37","0","100.00%","","Quartz","",""
"Alva Supercenter","98","36.79952","-98.645026","https://www.walmart.com/store/178/alva-ok/details","0","","","","","","","914 E Oklahoma Blvd","Alva","OK","73717","US","580-327-4021","57195","21963","14642","13155","16015","195","166","29","37282639","42489329","130536","178","32.91","100.00%","","0","0.63","-100.00%","3","0","100.00%","","Quartz","",""
"Greenville Supercenter","99","33.3678514","-91.0438728","https://www.walmart.com/store/182/greenville-ms/details","0","0","0","0","0","0","0","1831 Highway 1 S","Greenville","MS","38701","US","662-332-9026","55406","21276","14184","12743","15514","559","275","284","43347201","3075243","71080","182","230.37","100.00%","","0","4.43","-100.00%","21","0","100.00%","","Quartz","",""
"Jacksonville Supercenter","100","31.951409","-95.266334","https://www.walmart.com/store/180/jacksonville-tx/details","471.22","","","","","","","1311 S Jackson St","Jacksonville","TX","75766","US","903-589-3434","102945","39531","26354","23677","28825","879","336","543","25526701","44648171","149824","180","296.19","-37.14%","","9.06","5.7","59.09%","27","47","-42.55%","","Amethyst","",""
"Louisville Supercenter","101","33.122255","-89.08271","https://www.walmart.com/store/183/louisville-ms/details","0","0","0","0","0","0","0","159 Highway 15 S","Louisville","MS","39339","US","662-773-7823","89351","34311","22874","20551","25018","402","106","296","12171453","3835859","177419","183","120.67","100.00%","","0","2.32","-100.00%","11","0","100.00%","","Quartz","",""
"Cape Girardeau Supercenter","102","37.30124","-89.585833","https://www.walmart.com/store/188/cape-girardeau-mo/details","0","","","","","","","3439 William St","Cape Girardeau","MO","63701","US","573-335-4600","125089","48034","32023","28770","35025","472","165","307","31790121","10907002","121645","188","383.95","100.00%","","0","7.38","-100.00%","35","0","100.00%","","Quartz","",""
"Kirksville Supercenter","103","40.216711","-92.579522","https://www.walmart.com/store/189/kirksville-mo/details","0","","","","","","","2206 N Baltimore St","Kirksville","MO","63501","US","660-627-7100","72562","27864","18576","16689","20317","702","507","195","15467316","49777874","55182","189","0","0.00%","","0","0","0.00%","0","0","0.00%","","Quartz","",""
"Baytown Supercenter","104","29.7763429","-94.9743933","https://www.walmart.com/store/194/baytown-tx/details","352.8","12","0","7","6","6","0","4900 Garth Rd","Baytown","TX","77521","US","281-421-4859","105785","40621","27081","24331","29620","146","117","29","8750600","15918154","60738","194","285.22","-19.16%","","6.78","5.49","23.69%","26","35","-25.71%","","Amethyst","",""
"Columbia Supercenter","105","35.5989735","-87.0513091","https://www.walmart.com/store/192/columbia-tn/details","0","4","1","4","2","5","3","2200 Brookmeade Dr","Columbia","TN","38401","US","931-381-6892","147112","56491","37661","33836","41191","333","157","176","22937349","14962349","113590","192","263.28","100.00%","","0","5.06","-100.00%","24","0","100.00%","","Quartz","",""
"Carbondale Supercenter","106","37.738565","-89.186886","https://www.walmart.com/store/196/carbondale-il/details","1285.12","6","0","1","0","0","0","1450 E Main St","Carbondale","IL","62901","US","618-457-2033","108422","41634","27756","24937","30358","970","489","481","38527038","1124828","176301","196","980.89","-23.67%","","24.71","18.86","31.02%","89","122","-27.05%","","Amethyst","",""
"Kennett Supercenter","107","36.238808","-90.037563","https://www.walmart.com/store/190/kennett-mo/details","0","8","0","6","0","7","0","1500 1st St","Kennett","MO","63857","US","573-888-2084","60815","23353","15569","13987","17028","227","114","113","13828924","49432761","97774","190","197.46","100.00%","","0","3.8","-100.00%","18","0","100.00%","","Quartz","",""
"Salem Supercenter","108","38.625999","-88.98129","https://www.walmart.com/store/198/salem-il/details","0","0","0","0","14","11","0","1870 W Main St","Salem","IL","62881","US","618-548-4383","136902","52570","35047","31487","38333","407","234","173","22745185","41705288","199389","198","109.7","100.00%","","0","2.11","-100.00%","10","0","100.00%","","Quartz","",""
"Lincoln Supercenter","109","40.154263","-89.398031","https://www.walmart.com/store/199/lincoln-il/details","333.54","0","0","0","0","0","0","825 Malerich Dr","Lincoln","IL","62656","US","217-735-2314","97518","37447","24965","22429","27305","280","186","94","20450064","12834228","175237","199","0","-100.00%","","6.41","0","100.00%","0","39","-100.00%","","Amethyst","",""
"Macomb Supercenter","110","40.461079","-90.641514","https://www.walmart.com/store/197/macomb-il/details","0","63","84","204","122","165","97","1730 E Jackson St","Macomb","IL","61455","US","309-836-3311","93499","35904","23936","21505","26180","914","700","214","15442129","5021867","189735","197","0","0.00%","","0","0","0.00%","0","0","0.00%","","Quartz","",""
"Belleville Supercenter","111","38.522079","-89.922955","https://www.walmart.com/store/201/belleville-il/details","0","0","0","0","7","8","0","2608 Green Mount Commons Dr","Belleville","IL","62221","US","618-236-2200","74291","28528","19018","17087","20801","312","192","120","6564115","3769044","70476","201","877.6","100.00%","","0","16.88","-100.00%","80","0","100.00%","","Quartz","",""
"Princeton Supercenter","112","37.11071","-87.918332","https://www.walmart.com/store/204/princeton-ky/details","0","9","6","13","8","8","8","1500 Us Highway 62 W","Princeton","KY","42445","US","270-365-7692","130209","50000","33334","29948","36459","994","816","178","40768707","49883092","64719","204","153.58","100.00%","","0","2.95","-100.00%","14","0","100.00%","","Quartz","",""
"Jacksonville Supercenter","113","39.71992","-90.270971","https://www.walmart.com/store/200/jacksonville-il/details","27","","","","","","","1941 W Morton Ave","Jacksonville","IL","62650","US","217-245-5146","102945","39531","26354","23677","28825","994","219","775","7467685","14240677","129300","200","0","-100.00%","","0","0","0.00%","0","6","-100.00%","","Amethyst","",""
"Brookfield Supercenter","114","39.767807","-93.072718","https://www.walmart.com/store/203/brookfield-mo/details","0","1","0","1","2","0","3","937 Park Circle Dr","Brookfield","MO","64628","US","660-258-7416","53732","20633","13755","12358","15045","719","403","316","41944411","10204605","140543","203","0","0.00%","","0","0","0.00%","0","0","0.00%","","Quartz","",""
"Philadelphia Supercenter","115","32.7675247","-89.1275641","https://www.walmart.com/store/205/philadelphia-ms/details","0","3","0","0","8","4","4","1002 W Beacon St","Philadelphia","MS","39350","US","601-656-4166","107438","41256","27504","24711","30083","744","234","510","38289093","25090270","93651","205","87.76","100.00%","","0","1.69","-100.00%","8","0","100.00%","","Quartz","",""
"Cleveland Supercenter","116","36.297466","-96.463165","https://www.walmart.com/store/207/cleveland-ok/details","0","","","","","","","772 N Airport Rd","Cleveland","OK","74020","US","918-358-3553","78934","30311","20207","18155","22102","922","445","477","11645866","17072159","126864","207","87.76","100.00%","","0","1.69","-100.00%","8","0","100.00%","","Quartz","",""
"Hillsboro Supercenter","117","32.004274","-97.099919","https://www.walmart.com/store/211/hillsboro-tx/details","0","","","","","","","401 Coke Ave","Hillsboro","TX","76645","US","254-582-2523","127049","48787","32525","29221","35574","361","334","27","45651997","42165689","155385","211","164.55","100.00%","","0","3.16","-100.00%","15","0","100.00%","","Quartz","",""
"Litchfield Supercenter","118","39.185505","-89.668379","https://www.walmart.com/store/213/litchfield-il/details","1326.76","9","0","11","0","6","0","1205 W Ferdon St","Litchfield","IL","62056","US","217-324-6195","108678","41732","27822","24996","30430","874","609","265","30223090","15240553","146822","213","1,227.51","-7.48%","","25.51","23.18","10.05%","111","122","-9.02%","","Amethyst","",""
"Jasper Supercenter","119","30.908235","-94.015462","https://www.walmart.com/store/214/jasper-tx/details","0","","","","","","","800 W Gibson St","Jasper","TX","75951","US","409-384-1707","108731","41753","27835","25008","30445","767","712","55","46403867","34757481","199188","214","340.07","100.00%","","0","6.54","-100.00%","31","0","100.00%","","Quartz","",""
